emp_no,first_name,last_name,to_date,title,from_date
415363,Conal,Shackell,9999-01-01,Senior Staff,1993-01-25
416492,Kannan,Meriste,9999-01-01,Senior Engineer,1992-08-12
416720,Tokuyasu,Xiaoshan,9999-01-01,Senior Engineer,1998-09-19
416720,Tokuyasu,Xiaoshan,9999-01-01,Engineer,1991-09-19
421022,Shigeaki,Butner,9999-01-01,Senior Staff,1996-07-13
423633,Mariusz,Tokunaga,9999-01-01,Senior Engineer,1985-02-11
423350,Heping,Monarch,9999-01-01,Staff,1988-04-15
423350,Heping,Monarch,9999-01-01,Senior Staff,1993-04-15
426228,Supot,Badache,9999-01-01,Engineer,1996-08-17
426235,Danco,Rajala,9999-01-01,Staff,1991-03-29
426235,Danco,Rajala,9999-01-01,Senior Staff,1996-03-28
426706,Karsten,Kawashima,9999-01-01,Senior Engineer,1999-03-15
426706,Karsten,Kawashima,9999-01-01,Engineer,1994-03-15
426819,Sandeepan,Kulisch,9999-01-01,Engineer,1997-05-16
427571,Torsten,Ranta,9999-01-01,Senior Engineer,1996-12-10
427571,Torsten,Ranta,9999-01-01,Engineer,1987-12-11
427852,Adil,Kieras,9999-01-01,Senior Engineer,1992-07-20
432121,Alair,Straney,9999-01-01,Staff,1986-11-15
432121,Alair,Straney,9999-01-01,Senior Staff,1992-11-14
432523,Takahiro,Maquelin,9999-01-01,Engineer,1997-07-21
435181,Kazuhide,Fiutem,9999-01-01,Staff,1992-05-10
435181,Kazuhide,Fiutem,9999-01-01,Senior Staff,1998-05-10
435370,Conal,Basart,9999-01-01,Senior Staff,1991-05-17
436915,Feixiong,Haraldson,9999-01-01,Staff,1998-10-11
437870,Kerhong,Lorho,9999-01-01,Staff,1995-06-18
440435,Sandeepan,Rosti,9999-01-01,Senior Engineer,1991-11-26
441197,Miquel,Legleitner,9999-01-01,Staff,1985-06-28
441197,Miquel,Legleitner,9999-01-01,Senior Staff,1993-06-28
442096,Martijn,DiGiano,9999-01-01,Senior Engineer,1990-06-15
442490,Navid,Luke,9999-01-01,Engineer,1994-10-17
442898,Aksel,Gire,9999-01-01,Engineer,1999-06-27
444643,Berna,Schonegge,9999-01-01,Staff,1998-06-28
446897,Takahiro,Dalton,9999-01-01,Technique Leader,1992-09-30
446959,Aram,Passino,9999-01-01,Senior Engineer,1995-01-28
447544,Stabislas,Kakkad,9999-01-01,Senior Staff,1989-02-19
448769,Mong,Dichev,9999-01-01,Technique Leader,1997-10-11
452365,Fei,Gadepally,9999-01-01,Engineer,1997-11-13
452365,Fei,Gadepally,9999-01-01,Assistant Engineer,1988-11-13
454994,Mohan,Picht,9999-01-01,Senior Engineer,2000-02-24
454994,Mohan,Picht,9999-01-01,Engineer,1991-02-24
455914,Peer,Angelopoulos,9999-01-01,Senior Engineer,1996-07-23
455914,Peer,Angelopoulos,9999-01-01,Engineer,1989-07-23
457337,Xumin,Beidas,9999-01-01,Technique Leader,1995-04-27
457938,Arch,Picco,9999-01-01,Staff,1993-06-07
457938,Arch,Picco,9999-01-01,Senior Staff,2000-06-07
457813,Foong,Gargeya,9999-01-01,Senior Engineer,2000-01-24
457813,Foong,Gargeya,9999-01-01,Engineer,1992-01-24
457832,Jackson,Zielinski,9999-01-01,Senior Engineer,1997-09-12
462795,Somnath,Cummings,9999-01-01,Staff,1994-07-10
462795,Somnath,Cummings,9999-01-01,Senior Staff,2002-07-10
463472,Jaber,Sethi,9999-01-01,Technique Leader,1995-06-06
465874,Herb,Picht,9999-01-01,Engineer,1994-05-31
465874,Herb,Picht,9999-01-01,Assistant Engineer,1985-05-31
469366,Aiman,Wilfing,9999-01-01,Senior Engineer,1999-12-30
469366,Aiman,Wilfing,9999-01-01,Engineer,1990-12-30
471397,Nigel,Zirintsis,9999-01-01,Engineer,1999-01-03
474763,Mayuko,Clouatre,9999-01-01,Engineer,1997-09-04
476055,Girolamo,Schlumberger,9999-01-01,Staff,1993-03-07
476055,Girolamo,Schlumberger,9999-01-01,Senior Staff,1998-03-07
478799,Shaw,Borovoy,9999-01-01,Senior Staff,1991-05-11
479601,Kayoko,Bahi,9999-01-01,Staff,1997-02-19
480268,Gaurav,Cheshire,9999-01-01,Technique Leader,1989-03-30
484756,Phule,Ruemmler,9999-01-01,Senior Engineer,1996-08-08
484756,Phule,Ruemmler,9999-01-01,Engineer,1990-08-09
485817,Mahmut,Bolotov,9999-01-01,Engineer,1995-01-10
487988,Ekawit,Schaft,9999-01-01,Staff,1990-05-20
487988,Ekawit,Schaft,9999-01-01,Senior Staff,1999-05-20
488482,Kensyu,Tsunoo,9999-01-01,Engineer,1999-12-05
491162,Panayotis,Hempstead,9999-01-01,Senior Engineer,1994-08-29
491478,Gill,Varman,9999-01-01,Staff,1988-06-18
491478,Gill,Varman,9999-01-01,Senior Staff,1996-06-18
491596,Charmane,Pargas,9999-01-01,Senior Engineer,1993-07-29
491596,Charmane,Pargas,9999-01-01,Engineer,1988-07-29
492217,Heekeun,Verhaegen,9999-01-01,Senior Engineer,1991-09-28
494493,Masasuke,Koprowski,9999-01-01,Staff,1996-11-20
494995,Yongmao,Pouyioutas,9999-01-01,Staff,1989-08-24
494995,Yongmao,Pouyioutas,9999-01-01,Senior Staff,1996-08-24
498456,Geraldo,Gerteisen,9999-01-01,Staff,1987-06-05
498456,Geraldo,Gerteisen,9999-01-01,Senior Staff,1993-06-04
10122,Ohad,Esposito,9999-01-01,Technique Leader,1998-08-06
12643,Morrie,Schurmann,9999-01-01,Staff,1998-12-31
14075,Denny,Tchuente,9999-01-01,Engineer,1998-05-30
14075,Denny,Tchuente,9999-01-01,Assistant Engineer,1991-05-30
15050,Nikolaos,Kruskal,9999-01-01,Senior Engineer,1996-12-16
15050,Nikolaos,Kruskal,9999-01-01,Engineer,1990-12-17
16528,Gaurav,Swick,9999-01-01,Engineer,2001-05-07
16528,Gaurav,Swick,9999-01-01,Assistant Engineer,1996-05-07
17447,Zengping,Boreale,9999-01-01,Staff,1998-12-16
18021,Adil,Matzke,9999-01-01,Senior Engineer,1995-05-08
18021,Adil,Matzke,9999-01-01,Engineer,1987-05-08
20313,Candida,Benveniste,9999-01-01,Engineer,1999-01-20
21188,Piyush,Danecki,9999-01-01,Engineer,2000-01-08
22455,Barry,Unno,9999-01-01,Staff,1990-11-16
22455,Barry,Unno,9999-01-01,Senior Staff,1999-11-16
24377,Lubomir,Wroclawski,9999-01-01,Senior Engineer,2000-07-25
24377,Lubomir,Wroclawski,9999-01-01,Engineer,1993-07-25
24553,Anwar,Passafiume,9999-01-01,Staff,1987-01-30
24553,Anwar,Passafiume,9999-01-01,Senior Staff,1994-01-30
24571,Cordelia,Gischer,9999-01-01,Senior Engineer,1995-03-14
24571,Cordelia,Gischer,9999-01-01,Engineer,1989-03-14
25488,Ingmar,Basawa,9999-01-01,Staff,1991-11-09
25488,Ingmar,Basawa,9999-01-01,Senior Staff,1997-11-08
31147,Divine,Sidhu,9999-01-01,Senior Staff,1989-07-05
31909,Murthy,Peek,9999-01-01,Engineer,1994-07-19
34452,Naftaly,Foong,9999-01-01,Senior Engineer,2000-05-09
34452,Naftaly,Foong,9999-01-01,Engineer,1991-05-10
34788,Ennio,Babu,9999-01-01,Senior Engineer,1994-08-31
36521,Serif,Gladwell,9999-01-01,Staff,1987-03-06
36521,Serif,Gladwell,9999-01-01,Senior Staff,1993-03-05
40765,Michaela,Ramsak,9999-01-01,Staff,1992-12-21
40765,Michaela,Ramsak,9999-01-01,Senior Staff,2001-12-21
40983,Marla,Cherinka,9999-01-01,Technique Leader,1986-12-01
41137,Bikash,Buchter,9999-01-01,Staff,1987-11-23
41137,Bikash,Buchter,9999-01-01,Senior Staff,1992-11-22
42950,Shaleah,Eickenmeyer,9999-01-01,Senior Staff,1993-10-09
43848,Phillip,Oxenboll,9999-01-01,Engineer,1999-05-26
49464,Siddarth,Cappelletti,9999-01-01,Staff,1999-09-10
50670,Boguslaw,Snedden,9999-01-01,Staff,1985-02-20
50670,Boguslaw,Snedden,9999-01-01,Senior Staff,1993-02-20
51036,Chriss,Fasbender,9999-01-01,Staff,1995-05-23
51142,Rosine,Lakshmanan,9999-01-01,Senior Engineer,1991-01-31
51142,Rosine,Lakshmanan,9999-01-01,Engineer,1986-01-31
52038,Chikako,Armand,9999-01-01,Senior Engineer,1985-05-18
52386,Adas,Denti,9999-01-01,Staff,1986-05-30
52386,Adas,Denti,9999-01-01,Senior Staff,1995-05-30
52639,Arup,Colorni,9999-01-01,Senior Staff,1996-02-05
52956,Khalil,Picci,9999-01-01,Senior Engineer,1992-03-20
52956,Khalil,Picci,9999-01-01,Engineer,1987-03-21
54632,Etsuo,Serot,9999-01-01,Staff,1989-06-14
54632,Etsuo,Serot,9999-01-01,Senior Staff,1997-06-14
58384,Mariusz,Vural,9999-01-01,Senior Engineer,2001-11-14
58384,Mariusz,Vural,9999-01-01,Engineer,1993-11-14
58497,Yechiam,Cairo,9999-01-01,Senior Staff,1996-07-12
60000,Heekeun,Emmart,9999-01-01,Engineer,2001-09-22
60000,Heekeun,Emmart,9999-01-01,Assistant Engineer,1995-09-23
60091,Surveyors,Bade,9999-01-01,Staff,1990-04-11
60091,Surveyors,Bade,9999-01-01,Senior Staff,1996-04-10
60875,Rildo,Masaki,9999-01-01,Senior Engineer,1997-01-14
60875,Rildo,Masaki,9999-01-01,Engineer,1990-01-14
61377,Dannz,Ohori,9999-01-01,Staff,1988-01-18
61377,Dannz,Ohori,9999-01-01,Senior Staff,1994-01-17
64632,Zsolt,Brender,9999-01-01,Senior Staff,1996-02-21
64790,Shin,Piveteau,9999-01-01,Senior Engineer,1993-04-19
64790,Shin,Piveteau,9999-01-01,Engineer,1985-04-19
69052,Shietung,Shrader,9999-01-01,Senior Staff,1995-08-05
70469,Tru,Miyakawa,9999-01-01,Staff,1990-09-03
70469,Tru,Miyakawa,9999-01-01,Senior Staff,1998-09-03
71745,Adil,Laventhal,9999-01-01,Engineer,2001-05-13
71745,Adil,Laventhal,9999-01-01,Assistant Engineer,1992-05-13
72194,Feiyu,Siepmann,9999-01-01,Senior Engineer,1998-10-01
72232,Naraig,Veldwijk,9999-01-01,Senior Engineer,1996-07-10
72232,Naraig,Veldwijk,9999-01-01,Engineer,1989-07-10
79171,Guiseppe,Ellozy,9999-01-01,Senior Engineer,1991-01-12
79310,Jeong,Cunliffe,9999-01-01,Senior Staff,1996-10-27
81995,Sreekrishna,Brender,9999-01-01,Senior Engineer,1996-03-21
81995,Sreekrishna,Brender,9999-01-01,Engineer,1990-03-22
83289,Shigeichiro,Engelmann,9999-01-01,Senior Engineer,2000-01-09
83289,Shigeichiro,Engelmann,9999-01-01,Engineer,1994-01-09
82928,Alselm,Rikino,9999-01-01,Senior Engineer,1997-11-16
82928,Alselm,Rikino,9999-01-01,Engineer,1990-11-16
83714,Ohad,Kilgore,9999-01-01,Senior Engineer,1997-07-01
83714,Ohad,Kilgore,9999-01-01,Engineer,1990-07-01
84236,Eberhardt,Barriga,9999-01-01,Staff,1987-06-04
84236,Eberhardt,Barriga,9999-01-01,Senior Staff,1993-06-03
87729,Yongmin,Roccetti,9999-01-01,Staff,1986-12-10
87729,Yongmin,Roccetti,9999-01-01,Senior Staff,1991-12-10
89346,Mansur,Comyn,9999-01-01,Engineer,1999-08-31
89161,Conal,Yetto,9999-01-01,Staff,1991-01-12
89161,Conal,Yetto,9999-01-01,Senior Staff,1999-01-12
90692,Rajmohan,DasSarma,9999-01-01,Staff,1985-09-14
90692,Rajmohan,DasSarma,9999-01-01,Senior Staff,1990-09-14
91333,Lobel,Stafford,9999-01-01,Staff,1998-11-29
93549,Arie,Coullard,9999-01-01,Staff,1991-04-15
93549,Arie,Coullard,9999-01-01,Senior Staff,1998-04-15
93600,Kristina,Neimat,9999-01-01,Technique Leader,1988-04-18
95286,Kristin,Guerreiro,9999-01-01,Senior Engineer,1997-08-23
95286,Kristin,Guerreiro,9999-01-01,Engineer,1989-08-23
100916,Heejo,Aamodt,9999-01-01,Senior Engineer,2001-04-22
100916,Heejo,Aamodt,9999-01-01,Engineer,1992-04-22
107792,Shahab,Crooks,9999-01-01,Staff,1992-03-18
107792,Shahab,Crooks,9999-01-01,Senior Staff,2001-03-18
202826,Kerhong,Matzke,9999-01-01,Senior Engineer,1993-11-14
202826,Kerhong,Matzke,9999-01-01,Engineer,1986-11-14
204117,Jessie,Nooteboom,9999-01-01,Staff,1999-08-13
204133,Susuma,Bergere,9999-01-01,Senior Staff,1996-02-25
204470,Hein,Lichtner,9999-01-01,Staff,1995-04-03
204470,Hein,Lichtner,9999-01-01,Senior Staff,2001-04-02
204764,Susanne,Mandelberg,9999-01-01,Senior Engineer,1996-11-01
204764,Susanne,Mandelberg,9999-01-01,Engineer,1990-11-02
207021,Jacqueline,Akaboshi,9999-01-01,Engineer,1997-12-06
208330,Shen,Flanders,9999-01-01,Staff,1989-07-03
208330,Shen,Flanders,9999-01-01,Senior Staff,1997-07-03
214866,Gopalakrishnan,Angel,9999-01-01,Senior Engineer,2002-07-05
214866,Gopalakrishnan,Angel,9999-01-01,Engineer,1997-07-05
215746,Sven,Speer,9999-01-01,Staff,1999-07-08
219035,Kristine,Bierman,9999-01-01,Technique Leader,1988-05-13
219052,Marsal,Acton,9999-01-01,Staff,1995-08-02
220131,Reinhard,Slaats,9999-01-01,Senior Engineer,1999-06-08
220131,Reinhard,Slaats,9999-01-01,Engineer,1994-06-08
220418,Poorav,Laventhal,9999-01-01,Staff,1997-08-16
221367,Saddek,Farris,9999-01-01,Senior Staff,1990-11-06
224135,Annemarie,Bressoud,9999-01-01,Engineer,1998-06-23
226216,Giordano,Gini,9999-01-01,Technique Leader,1993-08-14
228098,IEEE,Kroll,9999-01-01,Engineer,1997-05-10
229220,Fabrizio,Lichtman,9999-01-01,Senior Engineer,1992-02-09
229220,Fabrizio,Lichtman,9999-01-01,Engineer,1987-02-09
229386,Pohua,Tasistro,9999-01-01,Technique Leader,1989-06-02
229404,Gilbert,Kilgour,9999-01-01,Staff,1996-04-05
231671,Chandrasekaran,Pearson,9999-01-01,Staff,1995-04-14
232178,Etsuo,Anandan,9999-01-01,Staff,1989-12-13
232178,Etsuo,Anandan,9999-01-01,Senior Staff,1996-12-13
233114,Alselm,Gargeya,9999-01-01,Senior Engineer,1987-12-25
240285,Kolar,Greenaway,9999-01-01,Staff,1998-11-14
240340,Mack,Staylopatis,9999-01-01,Senior Engineer,1991-04-02
240340,Mack,Staylopatis,9999-01-01,Engineer,1985-04-02
242500,Bingning,Iisaku,9999-01-01,Staff,1989-06-26
242500,Bingning,Iisaku,9999-01-01,Senior Staff,1997-06-26
243077,Kazunori,Perz,9999-01-01,Senior Engineer,1999-02-25
243576,Abdulah,Lodder,9999-01-01,Staff,1996-11-10
243576,Abdulah,Lodder,9999-01-01,Senior Staff,2001-11-10
245164,Filipp,Winter,9999-01-01,Senior Engineer,2001-10-24
245164,Filipp,Winter,9999-01-01,Engineer,1996-10-24
244820,Shigenori,Hertweck,9999-01-01,Senior Engineer,1994-04-13
244820,Shigenori,Hertweck,9999-01-01,Engineer,1987-04-13
249325,Ute,Pokrovskii,9999-01-01,Staff,1997-06-09
253893,Huiqun,Trystram,9999-01-01,Senior Engineer,1993-05-10
255779,Heejo,Merle,9999-01-01,Technique Leader,1997-09-04
257484,Shaowei,Nicolson,9999-01-01,Staff,1986-12-07
257484,Shaowei,Nicolson,9999-01-01,Senior Staff,1995-12-07
259042,Xiaoqiang,Farrow,9999-01-01,Staff,1997-01-01
262208,Mrinalini,Holburn,9999-01-01,Senior Staff,1987-04-20
267059,Moie,Tempesti,9999-01-01,Staff,1991-06-29
267059,Moie,Tempesti,9999-01-01,Senior Staff,2000-06-28
267667,Irena,Kaiserswerth,9999-01-01,Staff,1987-09-05
267667,Irena,Kaiserswerth,9999-01-01,Senior Staff,1994-09-05
272141,Tsutomu,Neiman,9999-01-01,Staff,1986-05-05
272141,Tsutomu,Neiman,9999-01-01,Senior Staff,1993-05-05
272316,Surveyors,Muhling,9999-01-01,Engineer,1999-07-19
272860,Minghong,Candan,9999-01-01,Assistant Engineer,1994-02-10
273858,Gunilla,Matzen,9999-01-01,Staff,1990-12-28
273858,Gunilla,Matzen,9999-01-01,Senior Staff,1995-12-28
275994,Uma,Prampolini,9999-01-01,Senior Engineer,1998-02-21
275994,Uma,Prampolini,9999-01-01,Engineer,1991-02-21
277777,Herbert,Itzigehl,9999-01-01,Senior Engineer,1990-07-04
278549,Jaana,Werthner,9999-01-01,Staff,1989-07-27
278549,Jaana,Werthner,9999-01-01,Senior Staff,1997-07-27
279280,Niranjan,Debuse,9999-01-01,Senior Engineer,2001-09-21
279280,Niranjan,Debuse,9999-01-01,Engineer,1992-09-21
279791,Chiranjit,Lyonns,9999-01-01,Engineer,1995-12-24
279791,Chiranjit,Lyonns,9999-01-01,Assistant Engineer,1986-12-24
280291,Lenore,Badache,9999-01-01,Staff,1998-11-24
281692,Khosrow,Sommen,9999-01-01,Senior Engineer,1990-03-03
281859,Masanao,Papastamatiou,9999-01-01,Senior Engineer,1993-11-25
281859,Masanao,Papastamatiou,9999-01-01,Engineer,1985-11-25
284300,Ishfaq,Mahmud,9999-01-01,Staff,1991-11-29
284300,Ishfaq,Mahmud,9999-01-01,Senior Staff,1996-11-28
284561,Duri,Beznosov,9999-01-01,Senior Engineer,1988-02-15
286573,Nahum,Nishimukai,9999-01-01,Senior Engineer,1997-02-01
286573,Nahum,Nishimukai,9999-01-01,Engineer,1991-02-02
287323,Steve,Dengi,9999-01-01,Staff,1999-09-15
287583,Jovan,Hockney,9999-01-01,Senior Engineer,1997-06-21
287583,Jovan,Hockney,9999-01-01,Engineer,1990-06-21
288028,Kauko,Narwekar,9999-01-01,Senior Engineer,1994-12-16
288028,Kauko,Narwekar,9999-01-01,Engineer,1985-12-16
288560,Yifei,Birjandi,9999-01-01,Staff,1994-02-07
288560,Yifei,Birjandi,9999-01-01,Senior Staff,1999-02-07
292404,Hongzue,Zultner,9999-01-01,Senior Staff,1990-02-22
292828,Ziya,Tokunaga,9999-01-01,Senior Engineer,1995-01-08
292828,Ziya,Tokunaga,9999-01-01,Engineer,1986-01-08
294144,Takanari,Ermel,9999-01-01,Staff,1992-01-11
294144,Takanari,Ermel,9999-01-01,Senior Staff,1999-01-11
294241,Marl,Fiebach,9999-01-01,Staff,1994-07-26
294241,Marl,Fiebach,9999-01-01,Senior Staff,2000-07-25
295262,Moon,Pews,9999-01-01,Assistant Engineer,1994-08-06
296303,Mariangiola,Heyers,9999-01-01,Technique Leader,1992-08-04
297232,Lokesh,Saoudi,9999-01-01,Senior Staff,1999-05-25
297431,Cathie,Ratnakar,9999-01-01,Senior Staff,1996-06-23
297954,Sailaja,Fujisaki,9999-01-01,Assistant Engineer,1995-07-24
299718,Denny,Shobatake,9999-01-01,Staff,1997-06-22
299718,Denny,Shobatake,9999-01-01,Senior Staff,2002-06-22
298953,Zita,Syang,9999-01-01,Staff,1998-12-29
402025,Shigehito,Duclos,9999-01-01,Senior Engineer,1992-09-19
402025,Shigehito,Duclos,9999-01-01,Engineer,1987-09-20
404018,Valery,Babb,9999-01-01,Senior Engineer,1998-10-19
405015,Morris,Fargier,9999-01-01,Staff,1988-06-29
405015,Morris,Fargier,9999-01-01,Senior Staff,1996-06-29
407837,Fei,Erez,9999-01-01,Senior Engineer,1991-10-15
407837,Fei,Erez,9999-01-01,Engineer,1986-10-15
409391,Willard,Verspoor,9999-01-01,Engineer,1999-02-28
410028,Xiadong,McClurg,9999-01-01,Staff,1985-09-17
410028,Xiadong,McClurg,9999-01-01,Senior Staff,1994-09-17
412404,Mitsuyuki,Jeansoulin,9999-01-01,Senior Engineer,1999-10-28
413098,Hsiangchu,Taubenfeld,9999-01-01,Staff,1993-04-17
413098,Hsiangchu,Taubenfeld,9999-01-01,Senior Staff,1999-04-17
414543,Bernd,Anick,9999-01-01,Senior Engineer,1988-11-19
414897,Juyoung,Willoner,9999-01-01,Staff,1989-11-03
414897,Juyoung,Willoner,9999-01-01,Senior Staff,1994-11-03
416660,Nathalie,Luke,9999-01-01,Senior Engineer,1997-09-15
416660,Nathalie,Luke,9999-01-01,Engineer,1992-09-15
416660,Nathalie,Luke,9999-01-01,Assistant Engineer,1987-09-16
426153,Shahaf,Luce,9999-01-01,Senior Staff,1999-04-06
427320,Mamdouh,Ramamoorthy,9999-01-01,Senior Engineer,2000-01-13
428082,Ronghao,Alpin,9999-01-01,Staff,1991-09-11
428082,Ronghao,Alpin,9999-01-01,Senior Staff,2000-09-10
428195,Hatsukazu,Rosca,9999-01-01,Staff,1986-10-13
428195,Hatsukazu,Rosca,9999-01-01,Senior Staff,1991-10-13
429569,Fumiya,Chappelet,9999-01-01,Engineer,1999-09-04
429569,Fumiya,Chappelet,9999-01-01,Assistant Engineer,1992-09-03
431576,Masamitsu,Back,9999-01-01,Staff,1987-03-25
431576,Masamitsu,Back,9999-01-01,Senior Staff,1994-03-25
431887,Poorav,Ranst,9999-01-01,Senior Engineer,1996-06-01
432257,Kwangjo,Hiltgen,9999-01-01,Engineer,1998-12-22
432261,Arve,Bergere,9999-01-01,Senior Engineer,1994-07-28
432261,Arve,Bergere,9999-01-01,Engineer,1987-07-28
433438,Keiichiro,Miyakawa,9999-01-01,Staff,1993-09-12
433438,Keiichiro,Miyakawa,9999-01-01,Senior Staff,2000-09-12
435289,Feixiong,Schurmann,9999-01-01,Staff,1987-02-15
435289,Feixiong,Schurmann,9999-01-01,Senior Staff,1993-02-14
435060,Moie,Lieblein,9999-01-01,Staff,1996-07-12
436558,Subir,Greibach,9999-01-01,Senior Engineer,1992-05-24
438038,Lena,Giaccio,9999-01-01,Senior Staff,1999-03-17
441954,Leszek,Marchegay,9999-01-01,Engineer,1999-06-13
443485,Marke,Klerer,9999-01-01,Senior Staff,1990-04-14
445570,Van,Nations,9999-01-01,Technique Leader,1986-08-11
445723,Gaurav,Roison,9999-01-01,Staff,1986-10-22
445723,Gaurav,Roison,9999-01-01,Senior Staff,1995-10-22
447018,Dannz,Miara,9999-01-01,Senior Engineer,2000-12-04
447018,Dannz,Miara,9999-01-01,Engineer,1992-12-04
448900,Mart,Talmor,9999-01-01,Staff,1999-05-11
450888,Sedat,Rande,9999-01-01,Staff,1995-03-25
450888,Sedat,Rande,9999-01-01,Senior Staff,2001-03-24
454338,Mohammed,Georg,9999-01-01,Engineer,1998-08-03
454378,Gina,Ossenbruggen,9999-01-01,Technique Leader,1998-01-03
454736,Nechama,Ermel,9999-01-01,Engineer,1995-06-05
456767,Tetsurou,Schreiter,9999-01-01,Staff,1987-07-17
456767,Tetsurou,Schreiter,9999-01-01,Senior Staff,1994-07-17
457070,Gay,Plavsic,9999-01-01,Staff,1987-08-06
457070,Gay,Plavsic,9999-01-01,Senior Staff,1994-08-06
457489,Berna,Ranst,9999-01-01,Senior Engineer,1992-05-14
457489,Berna,Ranst,9999-01-01,Engineer,1985-05-14
459172,Val,Rissanen,9999-01-01,Engineer,1999-11-20
459172,Val,Rissanen,9999-01-01,Assistant Engineer,1993-11-20
465076,Tokuyasu,Ghelli,9999-01-01,Senior Engineer,1993-05-05
465076,Tokuyasu,Ghelli,9999-01-01,Engineer,1985-05-05
470456,Reuven,Oehlmann,9999-01-01,Staff,1986-03-29
470456,Reuven,Oehlmann,9999-01-01,Senior Staff,1994-03-29
471552,Basem,Lortz,9999-01-01,Staff,1997-10-25
472143,Yahiko,Sommen,9999-01-01,Senior Staff,1996-08-14
473268,Hugo,Sgarro,9999-01-01,Senior Staff,1992-04-24
473490,Pantung,Reeker,9999-01-01,Staff,1992-05-11
473490,Pantung,Reeker,9999-01-01,Senior Staff,1998-05-11
474796,Zongyan,Shackel,9999-01-01,Technique Leader,1986-11-09
475538,Christophe,Leaver,9999-01-01,Staff,1998-10-31
475965,Rimon,Pietracaprina,9999-01-01,Senior Engineer,1990-07-10
475965,Rimon,Pietracaprina,9999-01-01,Engineer,1985-07-10
476327,Reinhold,Binkley,9999-01-01,Senior Engineer,2000-05-28
476327,Reinhold,Binkley,9999-01-01,Engineer,1995-05-29
478439,Yuichiro,Bale,9999-01-01,Technique Leader,1997-11-04
478768,Arun,Katzenelson,9999-01-01,Senior Engineer,1997-10-27
478768,Arun,Katzenelson,9999-01-01,Engineer,1991-10-28
479407,Randi,Tomescu,9999-01-01,Senior Engineer,2000-11-25
479407,Randi,Tomescu,9999-01-01,Engineer,1993-11-25
479407,Randi,Tomescu,9999-01-01,Assistant Engineer,1986-11-25
485799,Yoshimitsu,Litvinov,9999-01-01,Senior Staff,1997-11-22
488693,Jiong,Zultner,9999-01-01,Senior Engineer,1993-03-10
497007,Oldrich,Adachi,9999-01-01,Senior Engineer,2002-04-03
497007,Oldrich,Adachi,9999-01-01,Engineer,1997-04-03
497340,Fayez,Keohane,9999-01-01,Senior Staff,1990-09-19
498185,Caolyn,Marciano,9999-01-01,Senior Engineer,1999-06-06
499194,Padma,Delgrange,9999-01-01,Senior Staff,1998-01-02
14907,Nakhoon,Luga,9999-01-01,Staff,1986-12-18
14907,Nakhoon,Luga,9999-01-01,Senior Staff,1994-12-18
16461,Remmert,Schahn,9999-01-01,Staff,1986-09-06
16461,Remmert,Schahn,9999-01-01,Senior Staff,1994-09-06
17970,Filipp,Carrere,9999-01-01,Technique Leader,1989-01-09
18424,Filipp,Rousseau,9999-01-01,Senior Engineer,2002-06-07
18424,Filipp,Rousseau,9999-01-01,Engineer,1995-06-07
19803,Ziva,Kowalchuk,9999-01-01,Senior Engineer,1992-06-12
19803,Ziva,Kowalchuk,9999-01-01,Engineer,1987-06-13
26671,Jiakeng,Kalorkoti,9999-01-01,Senior Engineer,2001-12-25
26671,Jiakeng,Kalorkoti,9999-01-01,Engineer,1994-12-25
27331,Wanqing,Krohm,9999-01-01,Staff,1991-01-22
27331,Wanqing,Krohm,9999-01-01,Senior Staff,1999-01-22
27378,Piyawadee,Leppanen,9999-01-01,Senior Staff,1999-02-25
27699,Falguni,Pezzoli,9999-01-01,Engineer,1996-12-23
30154,Mayuko,Skafidas,9999-01-01,Technique Leader,1999-04-19
30484,Sailaja,Chvatal,9999-01-01,Staff,1999-05-18
33215,Steen,Fasbender,9999-01-01,Technique Leader,1993-02-14
34077,Angel,Sichman,9999-01-01,Staff,1988-11-16
34077,Angel,Sichman,9999-01-01,Senior Staff,1997-11-16
35044,Jiang,Waschkowski,9999-01-01,Senior Engineer,1997-05-27
35044,Jiang,Waschkowski,9999-01-01,Engineer,1989-05-27
35441,Chandrasekaran,Peek,9999-01-01,Senior Engineer,1993-02-06
35441,Chandrasekaran,Peek,9999-01-01,Engineer,1988-02-07
37945,Suzette,Butterworth,9999-01-01,Senior Engineer,1994-02-19
38947,Shuichi,Ruemmler,9999-01-01,Staff,1991-03-08
38947,Shuichi,Ruemmler,9999-01-01,Senior Staff,1998-03-08
40536,Harngdar,Bernardinello,9999-01-01,Senior Engineer,1996-02-29
40536,Harngdar,Bernardinello,9999-01-01,Engineer,1988-02-29
41518,Keung,Schapiro,9999-01-01,Senior Engineer,1998-04-19
41520,Xiong,Uhrik,9999-01-01,Senior Engineer,1988-03-21
44959,Volkmar,Uhrik,9999-01-01,Senior Engineer,1995-01-16
44959,Volkmar,Uhrik,9999-01-01,Engineer,1988-01-16
47262,Gonzalo,Binkley,9999-01-01,Senior Engineer,1990-08-16
47262,Gonzalo,Binkley,9999-01-01,Engineer,1985-08-16
47702,Juyoung,Vieri,9999-01-01,Staff,1991-08-12
47702,Juyoung,Vieri,9999-01-01,Senior Staff,1999-08-12
48275,Sariel,Massonet,9999-01-01,Staff,1987-11-20
48275,Sariel,Massonet,9999-01-01,Senior Staff,1993-11-19
52590,Jouni,Munoz,9999-01-01,Staff,1995-11-26
